"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1996-11",,,,,"6",",0","3",",0","8","2,0","6",",0",,,,,,,,,,,,,"5","2,,0,17,","4.0",",,0,16,","0.30",",,0,16,",,,,,,,"0.82",",,,0","10.9",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1996-12",,,,,"2",",0","2",",0","6","3,0","2",",0",,,,,,,,,,,,,"4","3,,0,17,","4.0",",,0,17,","0.30",",,0,06,",,,,,,,"0.57",",,,0","5.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1997-01",,,,,"8",",0","3",",0","15","3,0","6",",0",,,,,,,,,,,,,"8","3,,0,12,","4.0",",,0,12,","0.36",",,0,12,",,,,,,,"0.84",",,,0","13.5",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1997-02",,,,,"8",",0","5",",0","17","2,0","7","1,0",,,,,,,,,,,,,"11","2,,0,26,","4.0","1,,0,26,+","0.40",",,0,21,",,,,,,,"1.48",",,,0","17.5","1,,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1997-03",,,,,"5",",0","4",",0","13",",0","5",",0",,,,,,,,,,,,,"11",",,0,01,","5.0",",,0,14,","0.33",",,0,25,",,,,,,,"0.89",",,,0","14.5",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1997-04",,,,,"9",",0","8",",0","14","2,0","8",",0",,,,,,,,,,,,,"31","2,,0,25,","16.0",",,0,25,","2.10",",,0,24,",,,,,,,"5.43",",,,0","53.8",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1997-05",,,,,"11",",0","8",",0","0","3,0","0",",0",,,,,,,,,,,,,"0","3,,0,31,+","0.0",",,0,31,+","0.50",",,0,23,",,,,,,,"2.13",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1997-06",,,,,"9",",0","7",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,30,+","0.0",",,0,30,+","1.86",",,0,07,",,,,,,,"4.00",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1997-07",,,,,"6",",0","2",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","1.73",",,0,31,",,,,,,,"2.11",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1997-08",,,,,"13",",0","11",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","1.46",",,0,06,",,,,,,,"4.56",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1997-09",,,,,"8",",0","6",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,30,+","0.0",",,0,30,+","0.81",",,0,23,",,,,,,,"1.97",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1997-10",,,,,"4",",0","4",",0","8",",0","3",",0",,,,,,,,,,,,,"35",",,0,26,","23.0",",,0,25,","1.75",",,0,25,",,,,,,,"2.71",",,,0","36.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1997-11",,,,,"6",",0","6",",0","16","4,0","5","2,0",,,,,,,,,,,,,"9","4,,0,15,","4.0","2,,0,28,+","0.39",",,0,28,",,,,,,,"1.41",",,,0","14.5","2,,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1997-12",,,,,"5",",0","4",",0","29",",0","5",",0",,,,,,,,,,,,,"7",",,0,03,","6.0",",,0,25,","0.27",",,0,25,",,,,,,,"0.86",",,,0","14.5",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1998-01",,,,,"1",",0","1",",0","17",",0","1",",0",,,,,,,,,,,,,"14",",,0,08,+","14.0",",,0,06,","1.13",",,0,06,",,,,,,,"1.13",",,,0","14.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1998-02",,,,,"2",",0","2",",0","4",",0","2",",0",,,,,,,,,,,,,"2",",,0,19,","2.0",",,0,19,","0.12",",,0,16,",,,,,,,"0.22",",,,0","3.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1998-03",,,,,"8",",0","5",",0","15","1,0","6",",0",,,,,,,,,,,,,"25","1,,0,19,","18.0",",,0,19,","1.38",",,0,19,",,,,,,,"3.48",",,,0","41.5",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1998-04",,,,,"12","1,0","9","1,0","15","2,0","8",",0",,,,,,,,,,,,,"13","2,,0,03,","13.0",",,0,03,","0.97","1,,0,26,",,,,,,,"4.60","1,,,0","39.8",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1998-05",,,,,"5",",0","4",",0","0","1,0","0",",0",,,,,,,,,,,,,"0","1,,0,31,+","0.0",",T,0,09,","0.61",",,0,09,",,,,,,,"1.52",",,,0","0.0",",T,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1998-06",,,,,"8",",0","5",",0","1",",0","1",",0",,,,,,,,,,,,,"1",",,0,05,","1.5",",,0,05,","0.52",",,0,05,",,,,,,,"1.65",",,,0","1.5",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1998-07",,,,,"11",",0","8",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","0.89",",,0,23,",,,,,,,"3.06",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1998-08",,,,,"9",",0","3",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","0.71",",,0,05,",,,,,,,"1.86",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1998-09",,,,,"6",",0","4",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,30,+","0.0",",,0,30,+","0.38",",,0,13,",,,,,,,"1.17",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1998-10",,,,,"6",",0","3",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","0.60",",,0,28,",,,,,,,"1.18",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1998-11",,,,,"8",",0","4",",0","7",",0","3",",0",,,,,,,,,,,,,"12",",,0,10,","9.0",",,0,10,","0.42",",,0,10,",,,,,,,"1.20",",,,0","15.4",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1998-12",,,,,"5",",0","3",",0","13","1,0","5",",0",,,,,,,,,,,,,"17","1,,0,10,","17.0",",,0,10,","0.61",",,0,10,",,,,,,,"1.16",",,,0","25.5",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1999-01",,,,,"4",",0","3",",0","14","1,0","4",",0",,,,,,,,,,,,,"7","1,,0,22,","7.0",",,0,22,","0.51",",,0,22,",,,,,,,"0.77",",,,0","12.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1999-02",,,,,"1","1,0","1","1,0","3","1,0","2",",0",,,,,,,,,,,,,"1","1,,0,03,+","1.5",",,0,11,","0.11","1,,0,11,",,,,,,,"0.11","1,,,0","2.5",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1999-03",,,,,"4",",0","3",",0","5",",0","3",",0",,,,,,,,,,,,,"3",",,0,13,+","3.0",",,0,04,","0.23",",,0,04,",,,,,,,"0.55",",,,0","7.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1999-04",,,,,"12",",0","11",",0","11",",0","8",",0",,,,,,,,,,,,,"13",",,0,23,","11.0",",,0,15,","1.20",",,0,23,",,,,,,,"6.57",",,,0","38.5",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1999-05",,,,,"9",",0","7",",0","2",",0","2",",0",,,,,,,,,,,,,"1",",,0,02,+","1.0",",,0,02,+","1.71",",,0,25,",,,,,,,"4.15",",,,0","2.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1999-06",,,,,"6",",0","2",",0","0","1,0","0","1,0",,,,,,,,,,,,,"0","1,,0,30,+","0.0","1,,0,30,+","0.40",",,0,16,",,,,,,,"0.97",",,,0","0.0","1,,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1999-07",,,,,"13","1,0","10","1,0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","0.80","1,,0,31,",,,,,,,"3.27","1,,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1999-08",,,,,"12",",0","7",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","3.47",",,0,05,",,,,,,,"5.62",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1999-09",,,,,"9","1,0","4","1,0","2",",0","2",",0",,,,,,,,,,,,,"3",",,0,29,","4.0",",,0,29,","0.43","1,,0,20,",,,,,,,"1.55","1,,,0","5.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1999-10",,,,,"5",",0","3",",0","2",",0","2",",0",,,,,,,,,,,,,"5",",,0,19,+","5.0",",,0,19,+","0.40",",,0,19,",,,,,,,"1.04",",,,0","10.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1999-11",,,,,"2",",0","1",",0","2",",0","2",",0",,,,,,,,,,,,,"6",",,0,23,+","6.0",",,0,22,","0.40",",,0,22,",,,,,,,"0.46",",,,0","7.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","1999-12",,,,,"5",",0","4",",0","25","2,0","3","1,0",,,,,,,,,,,,,"10","2,,0,04,","7.0","1,,0,04,","0.52",",,0,04,",,,,,,,"1.08",",,,0","12.0","1,,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2000-01",,,,,"5",",0","4",",0","25","3,0","3","1,0",,,,,,,,,,,,,"10","3,,0,04,","7.0","1,,0,04,","0.52",",,0,04,",,,,,,,"1.08",",,,0","12.0","1,,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2000-02",,,,,"1",",0","0",",0","3","3,0","0","2,0",,,,,,,,,,,,,"2","3,,0,19,","0.0","2,T,0,22,+","0.08",",,0,22,",,,,,,,"0.08",",,,0","0.0","2,T,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2000-03",,,,,"6",",0","4",",0","8","1,0","4",",0",,,,,,,,,,,,,"10","1,,0,31,+","10.0",",,0,31,","0.79",",,0,16,",,,,,,,"2.18",",,,0","28.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2000-04",,,,,"6",",0","5",",0","5",",0","3",",0",,,,,,,,,,,,,"12",",,0,01,","6.0",",,0,03,","0.59",",,0,23,",,,,,,,"1.92",",,,0","11.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2000-05",,,,,"5",",0","3",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","0.65",",,0,18,",,,,,,,"1.42",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2000-06",,,,,"7",",0","4",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,30,+","0.0",",,0,30,+","1.07",",,0,26,",,,,,,,"2.06",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2000-07",,,,,"10",",0","6",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","1.51",",,0,17,",,,,,,,"2.42",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2000-08",,,,,"12",",0","7",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","0.85",",,0,19,",,,,,,,"2.35",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2000-09",,,,,"6",",0","4",",0","1",",0","1",",0",,,,,,,,,,,,,"3",",,0,24,","3.0",",,0,24,","0.82",",,0,20,",,,,,,,"1.85",",,,0","3.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2000-10",,,,,"3",",0","3",",0","0","1,0","0","1,0",,,,,,,,,,,,,"0","1,T,0,07,+","0.0","1,T,0,07,+","0.27",",,0,23,",,,,,,,"0.55",",,,0","0.0","1,T,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2000-11",,,,,"6","1,0","2","1,0","11","2,0","3","1,0",,,,,,,,,,,,,"4","2,,0,11,","4.0","1,,0,11,","0.18","1,,0,11,",,,,,,,"0.41","1,,,0","8.0","1,,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2000-12",,,,,"5",",0","3",",0",,,"4",",0",,,,,,,,,,,,,,,"2.0",",,0,11,","0.20",",,0,16,",,,,,,,"0.57",",,,0","5.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2001-01",,,,,"4",",0","1",",0","13","2,0","4","1,0",,,,,,,,,,,,,"8","2,,0,19,+","7.0","1,,0,16,","0.24",",,0,16,",,,,,,,"0.43",",,,0","10.0","1,,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2001-02",,,,,"6",",0","3",",0","13","2,0","5","1,0",,,,,,,,,,,,,"4","2,,0,14,+","4.0","1,,0,14,","0.27",",,0,14,",,,,,,,"0.64",",,,0","10.0","1,,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2001-03",,,,,"12",",0","5",",0","13",",0","8",",0",,,,,,,,,,,,,"5",",,0,12,","4.0",",,0,26,","0.47",",,0,26,",,,,,,,"1.88",",,,0","16.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2001-04",,,,,"8","1,0","3","1,0","6",",0","3",",0",,,,,,,,,,,,,"9",",,0,11,","9.0",",,0,11,","1.27","1,,0,11,",,,,,,,"2.79","1,,,0","15.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2001-05",,,,,"10",",0","6",",0","4",",0","4",",0",,,,,,,,,,,,,"6",",,0,05,","4.0",",,0,21,","1.21",",,0,05,",,,,,,,"2.93",",,,0","10.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2001-06",,,,,"4",",0","4",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,30,+","0.0",",,0,30,+","0.43",",,0,14,",,,,,,,"1.04",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2001-08",,,,,"11",",0","6",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","1.16",",,0,10,",,,,,,,"3.38",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2001-09",,,,,"8",",0","5",",0","1",",0","1",",0",,,,,,,,,,,,,"1",",,0,08,","1.0",",,0,08,","0.90",",,0,08,",,,,,,,"3.07",",,,0","1.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2001-10",,,,,"4",",0","1",",0","1",",0","1",",0",,,,,,,,,,,,,"1",",,0,15,","1.0",",,0,15,","0.13",",,0,05,",,,,,,,"0.24",",,,0","1.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2001-11",,,,,"5",",0","3",",0","7",",0","4",",0",,,,,,,,,,,,,"4",",,0,28,+","4.0",",,0,08,","0.39",",,0,08,",,,,,,,"0.84",",,,0","10.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2001-12",,,,,"4",",0","1",",0","6",",0","1",",0",,,,,,,,,,,,,"5",",,0,16,","5.0",",,0,16,","0.22",",,0,16,",,,,,,,"0.27",",,,0","5.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2002-01",,,,,"7",",0","3",",0","10",",0","5",",0",,,,,,,,,,,,,"4",",,0,10,","4.0",",,0,10,","0.23",",,0,10,",,,,,,,"0.70",",,,0","11.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2002-02",,,,,"3",",0","2",",0","11",",0","2",",0",,,,,,,,,,,,,"3",",,0,27,+","3.0",",,0,25,","0.17",",,0,15,",,,,,,,"0.35",",,,0","5.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2002-03",,,,,"7","1,0","3","1,0","11",",0","6",",0",,,,,,,,,,,,,"12",",,0,03,+","11.0",",,0,01,","0.60","1,,0,01,",,,,,,,"1.26","1,,,0","20.9",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2002-04",,,,,"6",",0","0",",0","1",",0","1",",0",,,,,,,,,,,,,"2",",,0,03,","2.0",",,0,03,","0.07",",,0,21,",,,,,,,"0.17",",,,0","2.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2002-05",,,,,"9",",0","5",",0","4",",0","3",",0",,,,,,,,,,,,,"5",",,0,24,","5.0",",,0,24,","1.75",",,0,24,",,,,,,,"3.31",",,,0","7.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2002-06",,,,,"7",",0","2",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,30,+","0.0",",,0,30,+","1.16",",,0,04,",,,,,,,"1.48",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2002-07",,,,,"5",",0","2",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","0.14",",,0,06,",,,,,,,"0.32",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2002-08",,,,,"11",",0","5",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","0.59",",,0,06,",,,,,,,"1.54",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2002-09",,,,,"10","1,0","7","1,0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,30,+","0.0",",,0,30,+","1.11","1,,0,10,",,,,,,,"2.56","1,,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2002-10",,,,,"7",",0","6",",0","4",",0","4",",0",,,,,,,,,,,,,"6",",,0,30,","4.0",",,0,30,","1.06",",,0,02,",,,,,,,"2.03",",,,0","10.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2002-11",,,,,"5",",0","4",",0","11",",0","4",",0",,,,,,,,,,,,,"9",",,0,01,","4.0",",,0,01,","0.24",",,0,01,",,,,,,,"0.65",",,,0","10.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2002-12",,,,,"1",",0","0",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",T,0,25,+","0.0",",T,0,24,+","0.01",",,0,24,",,,,,,,"0.01",",,,0","0.0",",T,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-01",,,,,"1",",0","1",",0","2",",0","1",",0",,,,,,,,,,,,,"1",",,0,06,+","1.0",",,0,05,","0.22",",,0,05,",,,,,,,"0.22",",,,0","1.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-02",,,,,"11",",0","5",",0","18","1,0","7",",0",,,,,,,,,,,,,"11","1,,0,07,+","8.0",",,0,03,","0.46",",,0,03,",,,,,,,"1.65",",,,0","22.5",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03",,,,,"10",",0","6",",0","21",",0","6",",0",,,,,,,,,,,,,"43",",,0,19,","27.0",",,0,19,","3.09",",,0,19,",,,,,,,"7.27",",,,0","63.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-04",,,,,"11",",0","4",",0","10","2,0","2","1,0",,,,,,,,,,,,,"10","2,,0,01,","6.0","1,,0,08,","0.55",",,0,20,",,,,,,,"2.02",",,,0","10.0","1,,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-05",,,,,"8",",0","2",",0","1","4,0","1","3,0",,,,,,,,,,,,,"5","4,,0,10,","5.0","3,,0,10,","1.06",",,0,10,",,,,,,,"2.33",",,,0","5.0","3,,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-06",,,,,"13",",0","5",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,30,+","0.0",",,0,30,+","0.45",",,0,07,",,,,,,,"1.45",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-07",,,,,"8",",0","6",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","1.02",",,0,30,",,,,,,,"2.19",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-08",,,,,"13",",0","6",",0","0",",0","0","1,0",,,,,,,,,,,,,"0",",,0,31,+","0.0","1,,0,31,+","1.54",",,0,30,",,,,,,,"4.72",",,,0","0.0","1,,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-09",,,,,"6",",0","3",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,30,+","0.0",",,0,30,+","0.24",",,0,18,",,,,,,,"0.70",",,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-10",,,,,"3","1,0","0","1,0","0",",0","0",",0",,,,,,,,,,,,,"0",",T,0,30,","0.0",",,0,31,+","0.06","1,,0,31,",,,,,,,"0.09","1,,,0","0.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-11",,,,,"5",",0","2",",0","6",",0","3",",0",,,,,,,,,,,,,"4",",,0,23,","4.0",",,0,23,","0.22",",,0,23,",,,,,,,"0.55",",,,0","6.0",",,,0",,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-12",,,"0",",0","2",",0","2",",0","8","1,0","2",",0","0",",0","31",",0","5",",0","0",",0","0",",0","4",",0,10,+","6","1,,0,09,","6.0",",,0,09,","0.49",",,0,09,","60",",0,07,",,,"1019",",0","0.60",",,,0","7.0",",,,0","32.1",",0","44.6",",,,0","19.7",",,,0"
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2004-01","0","0","0",",0","3",",0","2",",0","9",",0","3",",0","2",",0","30",",0","5",",0","0",",0","0",",0","-5",",0,06,","3",",,0,06,+","2.0",",,0,21,+","0.16",",,0,03,","56",",0,15,+",,,"1063",",0","0.40",",,,0","5.0",",,,0","30.7",",0","42.2",",,,0","19.2",",,,0"
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2004-02","0","0","0",",0","8",",0","6",",0","24",",0","7","2,0","2",",0","28",",0","6",",0","0",",0","0",",0","-11",",0,12,","7",",,0,13,+","4.0","2,,0,20,+","0.45",",,0,20,","64",",0,19,",,,"1119",",0","1.52",",,,0","19.0","2,,,0","26.4",",0","38.7",",,,0","14.1",",,,0"
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2004-03","0","0","0",",0","3",",0","1",",0","3",",0","1",",0","0",",0","25",",0","0",",0","3",",0","0",",0","17",",0,05,","7",",,0,05,","7.0",",,0,05,","0.60",",,0,05,","72",",0,23,",,,"764",",0","0.64",",,,0","7.0",",,,0","40.4",",0","53.9",",,,0","26.9",",,,0"
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2004-04","0","0","0",",0","14",",0","9",",0","9",",0","5",",0","0",",0","24",",0","1",",0","5",",0","0",",0","14",",0,11,","8",",,0,10,","8.0",",,0,10,","1.15",",,0,03,","72",",0,18,",,,"716",",0","5.11",",,,0","22.0",",,,0","41.1",",0","53.5",",,,0","28.8",",,,0"
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2004-05","0","0","0","1,0","6",",0","3",",0","2",",0","2",",0","0","1,0","6","1,0","0",",0","15",",0","0",",0","20","1,0,01,","2",",,0,01,","2.0",",,0,01,","0.47",",,0,13,","80",",0,07,+",,,"415",",0","1.09",",,,0","3.0",",,,0","51.1","1,0","65.0",",,,0","37.2","1,,,0"
