"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1974-01","0","0","0",",0","6",",0","3",",0","16",",0","3",",0","9",",0","25",",0","7",",0","1",",0","0",",0","-9",",0,06,","4",",,0,22,+","3.3",",,0,22,","0.43",",,0,18,","71",",0,16,","3342","0","1128",",0","0.91",",,,0","8.0",",,,0","28.6",",0","41.8",",,,0","15.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1974-02","0","0","0",",0","5",",0","3",",0","8",",0","3",",0","0",",0","24",",0","2",",0","0",",0","0",",0","4",",0,08,","4",",,0,07,+","3.3",",,0,06,","0.53",",,0,18,","62",",0,25,","4117","0","775",",0","1.07",",,,0","8.4",",,,0","37.3",",0","51.0",",,,0","23.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1974-03","0","0","0",",0","8",",0","4",",0","8",",0","5",",0","0",",0","21",",0","1",",0","4",",0","0",",0","8",",0,24,+","6",",,0,23,","6.9",",,0,23,","0.52",",,0,23,","73",",0,18,+","4770","0","653",",0","1.22",",,,0","18.3",",,,0","43.9",",0","59.5",",,,0","28.4",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1974-04","1","0","1",",0","5",",0","3",",0","3",",0","1",",0","0",",0","15",",0","0",",0","7",",0","0",",0","19",",0,14,","10",",,0,13,","10.3",",,0,13,","1.45",",,0,13,","83",",0,27,","5293","0","523",",0","3.07",",,,0","11.4",",,,0","47.6",",0","61.2",",,,0","34.0",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1974-05","29","0","28",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","36",",0,22,+","0",",,0,31,+","0.0",",T,0,03,","0.00",",T,0,27,+","90",",0,28,","5438","0","145",",0","0.00",",T,,0","0.0",",T,,0","61.2",",0","77.0",",,,0","45.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1974-06","187","0","157",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","11",",0","37",",0,08,+","0",",,0,30,+","0.0",",,0,30,+","1.74",",,0,08,","95",",0,28,","5506","0","67",",0","2.08",",,,0","0.0",",,,0","68.0",",0","83.5",",,,0","52.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1974-07","443","0","256",",0","16",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","49",",0,04,","0",",,0,31,+","0.0",",,0,31,+","0.15",",,0,22,","95",",0,02,+","0","0","0",",0","0.53",",,,0","0.0",",,,0","73.3",",0","88.4",",,,0","58.1",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1974-08","571","0","128",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","46",",0,10,","0",",,0,31,+","0.0",",,0,31,+","0.22",",,0,09,","91",",0,18,","15","0","15",",0","0.38",",,,0","0.0",",,,0","68.6",",0","83.4",",,,0","53.9",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1974-09","613","0","42",",0","6",",0","4",",0","0",",0","1",",0","0",",0","1",",0","0",",0","21",",0","2",",0","31",",0,12,","0",",,0,30,+","2.7",",,0,12,","1.10",",,0,12,","92",",0,10,","202","0","186",",0","2.13",",,,0","2.7",",,,0","60.2",",0","75.2",",,,0","45.2",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1974-10","615","0","2",",0","8",",0","6",",0","0",",0","1",",0","0",",0","3",",0","0",",0","16",",0","0",",0","31",",0,06,","0",",,0,31,+","1.2",",,0,14,","1.20",",,0,12,","83",",0,02,","539","0","337",",0","2.24",",,,0","1.2",",,,0","54.2",",0","67.3",",,,0","41.1",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1974-11","615","0","0",",0","7",",0","3",",0","6",",0","3",",0","0",",0","22",",0","2",",0","1",",0","0",",0","3",",0,30,","4",",,0,03,","4.2",",,0,03,","0.63",",,0,03,","70",",0,21,","1293","0","754",",0","1.06",",,,0","8.4",",,,0","39.9",",0","51.9",",,,0","27.8",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1974-12","615","0","0",",0","5",",0","3",",0","10",",0","4",",0","1",",0","26",",0","4",",0","0",",0","0",",0","-3",",0,24,","4",",,0,24,","2.5",",,0,24,+","0.13",",,0,07,","62",",0,04,","2294","0","1001",",0","0.46",",,,0","8.0",",,,0","32.7",",0","43.8",",,,0","21.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1975-01","0","0","0",",0","4",",0","1",",0","7",",0","3",",0","1",",0","27",",0","3",",0","0",",0","0",",0","-9",",0,12,","4",",,0,21,","4.3",",,0,21,","0.35",",,0,21,","64",",0,26,","3286","0","992",",0","0.45",",,,0","6.6",",,,0","33.0",",0","45.5",",,,0","20.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1975-02","0","0","0",",0","6",",0","3",",0","10",",0","3",",0","1",",0","24",",0","2",",0","0",",0","0",",0","-6",",0,06,","7",",,0,17,","5.2",",,0,15,","0.53",",,0,15,","63",",0,13,","4187","0","901",",0","0.89",",,,0","12.3",",,,0","32.8",",0","46.1",",,,0","19.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1975-03","0","0","0",",0","9",",0","2",",0","6",",0","3",",0","1",",0","23",",0","2",",0","0",",0","0",",0","-2",",0,28,","8",",,0,27,","10.6",",,0,27,","0.73",",,0,27,","69",",0,20,+","4986","0","799",",0","1.23",",,,0","16.2",",,,0","39.2",",0","51.9",",,,0","26.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1975-04","4","0","4",",0","6",",0","5",",0","7",",0","4",",0","1",",0","14",",0","1",",0","7",",0","0",",0","-3",",0,02,","8",",,0,01,","10.4",",,0,01,","1.04",",,0,11,","82",",0,26,","5601","0","615",",0","2.85",",,,0","28.7",",,,0","44.6",",0","58.1",",,,0","31.2",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1975-05","8","0","4",",0","8",",0","7",",0","0",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","30",",0,01,","0",",,0,31,+","0.0",",T,0,29,+","1.91",",,0,29,","83",",0,15,","5922","0","321",",0","4.33",",,,0","0.0",",T,,0","54.8",",0","67.8",",,,0","41.8",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1975-06","78","0","70",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","3",",0","36",",0,11,","0",",,0,30,+","0.0",",,0,30,+","0.88",",,0,10,","94",",0,29,","6015","0","94",",0","2.01",",,,0","0.0",",,,0","64.2",",0","78.7",",,,0","49.7",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1975-07","300","0","221",",0","15",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","51",",0,12,","0",",,0,31,+","0.0",",,0,31,+","0.42",",,0,17,","95",",0,01,","0","0","0",",0","1.68",",,,0","0.0",",,,0","72.1",",0","87.1",",,,0","57.1",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1975-08","499","0","200",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","44",",0,25,","0",",,0,31,+","0.0",",,0,31,+","0.82",",,0,13,","99",",0,07,","9","0","8",",0","1.31",",,,0","0.0",",,,0","71.2",",0","86.3",",,,0","56.0",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1975-09","546","0","47",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","1",",0","34",",0,20,","0",",,0,30,+","0.0",",,0,30,+","0.42",",,0,30,","90",",0,01,","183","0","174",",0","1.06",",,,0","0.0",",,,0","60.7",",0","75.0",",,,0","46.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1975-10","550","0","4",",0","2",",0","2",",0","2",",0","2",",0","0",",0","7",",0","0",",0","19",",0","0",",0","19",",0,24,","3",",,0,24,+","4.8",",,0,23,","0.58",",,0,23,","83",",0,12,+","495","0","312",",0","0.68",",,,0","5.8",",,,0","55.0",",0","70.6",",,,0","39.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1975-11","550","0","0",",0","6",",0","3",",0","11",",0","3",",0","1",",0","18",",0","2",",0","4",",0","0",",0","0",",0,30,","4",",,0,19,","5.1",",,0,19,","0.46",",,0,19,","72",",0,06,","1268","0","772",",0","1.20",",,,0","11.3",",,,0","39.3",",0","51.5",",,,0","27.0",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1975-12","550","0","0",",0","4",",0","3",",0","6",",0","3",",0","1",",0","21",",0","2",",0","0",",0","0",",0","0",",0,15,","4",",,0,31,+","4.6",",,0,17,","0.20",",,0,31,","69",",0,03,","2105","0","836",",0","0.57",",,,0","10.8",",,,0","38.0",",0","49.8",",,,0","26.2",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1976-01","0","0","0",",0","5",",0","1",",0","9",",0","2",",0","1",",0","26",",0","7",",0","0",",0","0",",0","-2",",0,02,","4",",,0,19,","4.3",",,0,19,","0.35",",,0,19,","65",",0,29,","3113","0","1008",",0","0.43",",,,0","8.3",",,,0","32.5",",0","46.1",",,,0","18.8",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1976-02","0","0","0",",0","4",",0","1",",0","4",",0","1",",0","1",",0","15",",0","2",",0","0",",0","0",",0","-1",",0,06,","3",",,0,20,","4.8",",,0,20,","0.27",",,0,20,","69",",0,09,","3798","0","685",",0","0.34",",,,0","6.2",",,,0","41.4",",0","53.7",",,,0","29.1",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1976-03","0","0","0",",0","6",",0","5",",0","10",",0","5",",0","1",",0","25",",0","3",",0","0",",0","0",",0","0",",0,05,","7",",,0,04,","5.1",",,0,04,","0.33",",,0,04,","69",",0,23,","4622","0","824",",0","1.19",",,,0","16.5",",,,0","38.4",",0","52.1",",,,0","24.8",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1976-04","0","0","0",",0","7",",0","5",",0","0",",0","0",",0","0",",0","9",",0","0",",0","7",",0","0",",0","26",",0,03,","0",",T,0,17,","0.0",",T,0,27,+","0.88",",,0,30,","74",",0,12,","5096","0","474",",0","1.99",",,,0","0.0",",T,,0","49.2",",0","62.1",",,,0","36.3",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1976-05","0","0","0","1,0","13",",0","8",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","18",",0","0",",0","31","1,0,01,","0",",,0,31,+","0.0",",,0,31,+","0.84",",,0,22,","83",",0,18,+","5370","0","275",",0","2.14",",,,0","0.0",",,,0","56.0","1,0","69.7",",,,0","42.3","1,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1976-06","81","0","81",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","38",",0,19,","0",",,0,30,+","0.0",",,0,30,+","0.84",",,0,18,","92",",0,10,","5415","0","44",",0","1.25",",,,0","0.0",",,,0","66.2",",0","82.1",",,,0","50.4",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1976-07","334","0","253",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","52",",0,03,","0",",,0,31,+","0.0",",,0,31,+","0.44",",,0,25,","99",",0,10,+","0","0","0",",0","1.63",",,,0","0.0",",,,0","73.1",",0","88.5",",,,0","57.8",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1976-08","482","0","148",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","48",",0,28,+","0",",,0,31,+","0.0",",,0,31,+","0.69",",,0,02,","92",",0,26,","2","0","2",",0","1.43",",,,0","0.0",",,,0","69.7",",0","84.4",",,,0","55.0",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1976-09","528","0","46",",0","17",",0","11",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","3",",0","32",",0,28,","0",",,0,30,+","0.0",",,0,30,+","0.50",",,0,27,","91",",0,05,+","176","0","173",",0","2.73",",,,0","0.0",",,,0","60.7",",0","74.0",",,,0","47.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1976-10","530","0","2",",0","4",",0","2",",0","1",",0","1",",0","0",",0","15",",0","0",",0","11",",0","0",",0","18",",0,19,","1",",,0,26,","1.8",",,0,26,","0.84",",,0,26,","80",",0,10,+","661","0","485",",0","1.02",",,,0","2.1",",,,0","49.4",",0","64.3",",,,0","34.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1976-11","530","0","0",",0","3",",0","1",",0","1",",0","0",",0","2",",0","22",",0","3",",0","2",",0","0",",0","-7",",0,27,","1",",,0,27,","0.6",",,0,27,","0.14",",,0,12,","70",",0,17,+","1432","0","770",",0","0.21",",,,0","1.0",",,,0","39.3",",0","52.0",",,,0","26.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1976-12","530","0","0",",0","4",",0","2",",0","3",",0","2",",0","0",",0","27",",0","1",",0","0",",0","0",",0","1",",0,31,","4",",,0,30,","4.2",",,0,30,","0.19",",,0,30,","63",",0,16,","2312","0","880",",0","0.32",",,,0","7.0",",,,0","36.6",",0","50.1",",,,0","23.1",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1977-01","0","0","0",",0","4",",0","0",",0","3",",0","1",",0","3",",0","31",",0","5",",0","0",",0","0",",0","-10",",0,09,","2",",,0,01,","1.1",",,0,09,","0.03",",,0,09,+","56",",0,31,+","3456","0","1144",",0","0.09",",,,0","3.8",",,,0","28.1",",0","42.3",",,,0","13.9",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1977-02","0","0","0",",0","5",",0","1",",0","3",",0","3",",0","0",",0","22",",0","0",",0","0",",0","0",",0","12",",0,26,","1",",,0,25,+","3.8",",,0,14,","0.30",",,0,14,","68",",0,21,","4185","0","729",",0","0.45",",,,0","7.4",",,,0","38.9",",0","51.3",",,,0","26.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1977-03","0","0","0",",0","4",",0","2",",0","4",",0","2",",0","0",",0","25",",0","0",",0","0",",0","0",",0","14",",0,05,+","2",",,0,10,+","3.1",",,0,10,","0.25",",,0,02,","69",",0,13,","4977","0","791",",0","0.53",",,,0","5.9",",,,0","39.5",",0","53.7",",,,0","25.2",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1977-04","0","0","0",",0","11",",0","6",",0","3",",0","1",",0","0",",0","7",",0","0",",0","11",",0","0",",0","18",",0,03,","12",",,0,02,","12.4",",,0,02,","1.09",",,0,15,","78",",0,09,","5442","0","466",",0","3.32",",,,0","12.6",",,,0","49.5",",0","63.1",",,,0","35.9",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1977-05","4","0","4",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","33",",0,21,","0",",,0,31,+","0.0",",,0,31,+","0.51",",,0,29,","86",",0,23,","5615","0","173",",0","0.93",",,,0","0.0",",,,0","59.6",",0","74.5",",,,0","44.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1977-06","190","0","186",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","47",",0,12,","0",",,0,30,+","0.0",",,0,30,+","0.32",",,0,06,","95",",0,27,","5616","0","0",",0","0.66",",,,0","0.0",",,,0","71.2",",0","86.7",",,,0","55.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1977-07","458","0","268",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","52",",0,11,+","0",",,0,31,+","0.0",",,0,31,+","2.18",",,0,21,","97",",0,17,","0","0","0",",0","4.75",",,,0","0.0",",,,0","73.6",",0","88.1",",,,0","59.1",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1977-08","584","0","126",",0","15",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","46",",0,29,","0",",,0,31,+","0.0",",,0,31,+","0.41",",,0,05,","88",",0,07,+","15","0","15",",0","1.49",",,,0","0.0",",,,0","68.6",",0","82.1",",,,0","55.1",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1977-09","650","0","66","1,0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","3","1,0","37",",0,24,","0",",,0,30,+","0.0",",,0,30,+","0.07",",,0,04,","92","1,0,08,","58","0","43","1,0","0.15",",,,0","0.0",",,,0","65.7","1,0","81.8","1,,,0","49.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1977-10","650","0","0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","18",",0","0",",0","20",",0,11,","0",",,0,31,+","0.0",",T,0,10,","0.17",",,0,10,","78",",0,20,+","405","0","347",",0","0.41",",,,0","0.0",",T,,0","53.8",",0","69.1",",,,0","38.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1977-11","650","0","0",",0","5",",0","2",",0","2",",0","1",",0","0",",0","18",",0","2",",0","0",",0","0",",0","5",",0,21,+","4",",,0,20,","4.3",",,0,20,","0.33",",,0,20,","69",",0,05,","1109","0","703",",0","0.61",",,,0","4.6",",,,0","41.6",",0","53.7",",,,0","29.4",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1977-12","650","0","0","1,0","2",",0","1",",0","1",",0","1",",0","0","1,0","20","1,0","2",",0","0",",0","0",",0","1","1,0,09,","1",",,0,08,","2.1",",,0,08,","0.11",",,0,08,","66",",0,11,","1933","0","825",",0","0.13",",,,0","2.5",",,,0","37.7","1,0","49.8",",,,0","25.6","1,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1978-01","0",,"0",",0","5",",0","2",",0","14",",0","5",",0","1",",0","30",",0","8",",0","0",",0","0",",0","0",",0,17,","10",",,0,24,","10.4",",,0,24,","0.66",",,0,24,","55",",0,14,","3106",,"1173",",0","1.02",",,,0","19.6",",,,0","27.2",",0","38.6",",,,0","15.7",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1978-02","0",,"0",",0","5",",0","1",",0","10",",0","3",",0","0",",0","27",",0","7",",0","0",",0","0",",0","1",",0,17,","6",",,0,16,","6.5",",,0,16,","0.15",",,0,16,","60",",0,23,","4093",,"987",",0","0.33",",,,0","10.5",",,,0","29.7",",0","39.9",",,,0","19.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1978-03","0",,"0",",0","5",",0","3",",0","3",",0","3",",0","1",",0","18",",0","1",",0","7",",0","0",",0","-1",",0,04,","6",",,0,03,","6.1",",,0,03,","0.44",",,0,23,","76",",0,31,+","4766",,"673",",0","1.06",",,,0","9.9",",,,0","43.3",",0","56.6",",,,0","29.9",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1978-04","0",,"0",",0","5",",0","3",",0","2",",0","1",",0","0",",0","7",",0","0",",0","6",",0","0",",0","25",",0,10,","4",",,0,09,","5.2",",,0,09,","2.05",",,0,09,","76",",0,27,","5241",,"474",",0","3.77",",,,0","5.9",",,,0","49.2",",0","62.7",",,,0","35.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1978-05","20",,"20","2,0","14",",0","9",",0",,,"2",",0","0","1,0","3","1,0","0","2,0","18","2,0","1","2,0","29","1,0,06,+",,,"14.0",",,0,06,","2.05",",,0,06,","93","2,0,15,","5497",,"256","2,0","8.04",",,,0","23.0",",,,0","56.7","2,0","71.6","2,,,0","41.9","1,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1978-06","149",,"129","1,0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","25","1,0","11","1,0","38",",0,02,","0",",,0,30,+","0.0",",,0,30,+","0.40",",,0,01,","95","1,0,15,","5572",,"75","1,0","1.65",",,,0","0.0",",,,0","66.7","1,0","82.5","1,,,0","51.0",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1978-07","408",,"259","1,0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","16","1,0","48",",0,06,","0",",,0,31,+","0.0",",,0,31,+","0.37",",,0,09,","98","1,0,25,","0",,"0","1,0","1.55",",,,0","0.0",",,,0","73.7","1,0","89.4","1,,,0","57.9",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1978-08","553",,"144",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","45",",0,19,","0",",,0,31,+","0.0",",,0,31,+","0.53",",,0,03,","93",",0,17,","6",,"6",",0","1.57",",,,0","0.0",",,,0","69.5",",0","85.4",",,,0","53.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1978-09","640",,"87","1,0","3",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0","1,0","26","1,0","7","1,0","31",",0,21,","0",",,0,30,+","0.0",",,0,30,+","0.35",",,0,20,","93","1,0,06,","92",,"87","1,0","0.57",",,,0","0.0",",,,0","65.0","1,0","81.2","1,,,0","48.8",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1978-10","641",,"0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","15",",0","0",",0","26",",0,23,","0",",T,0,25,","0.0",",T,0,25,+","1.90",",,0,22,","86",",0,01,","433",,"340",",0","2.46",",,,0","0.0",",T,,0","54.0",",0","69.5",",,,0","38.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1978-11","641",,"0",",0","1",",0","1",",0","2",",0","1",",0","0",",0","21",",0","3",",0","5",",0","0",",0","15",",0,27,","3",",,0,26,","2.5",",,0,26,","0.20",",,0,26,","78",",0,08,","1177",,"744",",0","0.20",",,,0","2.5",",,,0","40.2",",0","52.4",",,,0","28.0",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1979-01","0","0","0",",0","5",",0","2",",0","6",",0","4",",0","7",",0","31",",0","13",",0","0",",0","0",",0","-7",",0,01,","9",",,0,26,","4.5",",,0,26,+","0.24",",,0,25,","52",",0,21,",,,"1314",",0","0.59",",,,0","13.0",",,,0","22.6",",0","35.7",",,,0","9.6",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1979-02","0","0","0","3,0","1",",0","0",",0","2",",0","2",",0","0","3,0","19","3,0","2",",0","2",",0","0",",0","6","3,0,01,","1",",,0,23,+","1.0",",,0,23,+","0.06",",,0,23,","74",",0,13,+",,,"728",",0","0.06",",,,0","2.0",",,,0","36.4","3,0","50.5",",,,0","22.3","3,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1979-03","0","0","0",",0","7",",0","6",",0","6",",0","5",",0","0",",0","19",",0","0",",0","0",",0","0",",0","18",",0,04,","6",",,0,22,","5.5",",,0,22,","0.82",",,0,22,","68",",0,12,+",,,"696",",0","2.57",",,,0","14.5",",,,0","42.5",",0","54.3",",,,0","30.8",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1979-04","0","0","0",",0","5",",0","4",",0","5",",0","4",",0","0",",0","10",",0","0",",0","9",",0","0",",0","18",",0,02,","5",",,0,11,","5.0",",,0,11,","1.30",",,0,11,","81",",0,23,+",,,"450",",0","2.21",",,,0","10.2",",,,0","50.0",",0","63.9",",,,0","36.2",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1979-07",,,"242","1,0","15",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","13","1,0","50",",0,07,","0",",,0,31,+","0.0",",,0,31,+","0.50",",,0,31,","98","1,0,10,","0","0","0","1,0","1.69",",,,0","0.0",",,,0","73.1","1,0","88.9","1,,,0","57.3",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1979-08",,,"133","1,0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","26","1,0","7","1,0","48",",0,27,+","0",",,0,31,+","0.0",",,0,31,+","0.73",",,0,14,","101","1,0,06,","45","0","45","1,0","1.77",",,,0","0.0",",,,0","67.9","1,0","81.1","1,,,0","54.7",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1979-10",,,"11","1,0","4",",0","3",",0","0",",0","1",",0","0","1,0","2","1,0","0","1,0","17","1,0","0","1,0","28","1,0,22,","0",",,0,31,+","1.0",",,0,29,","0.64",",,0,21,","87","1,0,07,",,,"277","1,0","1.35",",,,0","1.0",",,,0","56.1","1,0","70.9","1,,,0","41.3","1,,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1979-11",,,"0","1,0","8",",0","4",",0",,,"7",",0","0",",0","28",",0","2","1,0","0","1,0","0","1,0","4",",0,28,",,,"22.0",",,0,20,","1.00",",,0,20,","66","1,0,17,",,,"859","1,0","2.00",",,,0","39.3",",,,0","35.3","1,0","47.5","1,,,0","23.2",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1979-12",,,"0",",0","4",",0","4",",0",,,"4",",0","0",",0","24",",0","2",",0","1",",0","0",",0","7",",0,16,",,,"9.5",",,0,27,","0.96",",,0,27,","70",",0,17,",,,"808",",0","1.70",",,,0","23.5",",,,0","38.9",",0","52.3",",,,0","25.5",",,,0"
"USC00050848","BOULDER, CO US","39.9919","-105.2667","1671.5","1980-01","0","0","0",",0","6",",0","3",",0",,,"5",",0","5",",0","27",",0","10",",0","0",",0","0",",0","-2",",0,30,+",,,"4.0",",,0,26,","0.31",",,0,26,","63",",0,14,",,,"1102",",0","0.99",",,,0","14.3",",,,0","29.4",",0","40.8",",,,0","18.0",",,,0"
